,word,score
74,most,0.49140144349779735
75,unexpected,3.8584687777877615
76,handles,1.6428242059061753
77,One,1.7168753545648876
78,those,-0.3022057387889526
79,films,0.06013100073020549
80,that,-0.8465075655050825
81,started,-0.13668313373117252
82,with,0.7370724836059301
83,great,1.6451421439694784
84,premise,-1.786267150230687
85,then,-0.5557340764330556
86,just,-0.9452384563851419
87,fell,-2.885821573055257
88,apart,-0.6796955444891384
89,Can,-0.7487677438597462
90,viewed,3.5827197526930554
91,as,-0.7364957294029071
92,pure,2.768911454040136
93,composition,3.041642770436501
94,form,2.6362253933633744
95,film,0.6039520772471232
96,music,1.971504613705319
97,Unambitious,-1.3932478846585743
98,writing,-0.7621534920595666
99,emerges,0.4556565050848
100,movie,0.18999014404896578
101,using,-0.04042849237518391
102,plot,-0.7208010185851014
103,have,-0.4622226150010035
104,come,-0.4753398123772871
105,from,-0.12662987323418967
106,an,0.060753898420156306
107,animated-movie,-1.3218321891520057
108,screenwriting,-0.4582044954565749
109,textbook,-0.8239780643684478
110,Tully,0.7860942363883474
111,worth,0.30380813746386043
112,look,0.4459606951405088
113,for,-0.3624974878881463
114,true-to-life,1.3156196259934363
115,characters,-0.3411631951618703
116,sensitive,0.595106172828705
117,acting,-0.27096877086765947
118,unadorned,-0.510274844361863
119,view,-0.23970534243486494
120,rural,1.4015507326156387
121,life,0.6268210152825971
122,subtle,1.3565785180570664
123,direction,-0.04626892618517538
124,first-timer,0.6311146334209031
125,Hilary,0.8569259433951337
126,Birmingham,1.0886966779341485
127,Strange,1.4546896991011087
128,beautiful,1.7381421322434283
129,What,0.744894518507325
130,Madonna,0.6858956807999718
131,does,-1.564326546877579
132,here,-1.1550050605678885
133,ca,-1.4107958080851097
134,properly,0.2287309890965667
135,called,-1.2823988508165878
136,accurately,-0.04016886964555469
137,'s,-0.5183663938844352
138,moving,1.4110098145611563
139,talking,-0.26947595542738423
140,occasionally,0.5004023023852947
141,gesturing,0.9233006031309843
142,sometimes,-1.1592100904257205
143,all,-0.6344427904609804
144,at,0.7731656086699847
145,once,-0.5190474349254642
146,Flashy,1.213433325205622
147,gadgets,1.2121702798017004
148,whirling,1.1876938101788244
149,fight,0.7032973412876314
150,sequences,-0.6373111237327166
151,cool,0.247334915384333
152,distract,-1.5666775733127452
153,flawed,-1.9988433163471178
154,support,0.5955132520180988
155,structure,0.10714526116796708
156,holding,-1.1539850338690716
157,Equilibrium,-1.1031953886530061
158,up,0.7231110826141008
159,It,-0.6099403607020601
160,bedeviled,-0.8307405167216737
161,by,-0.001461590539050595
162,labored,-1.4463009399592313
163,slack,-1.1205960568114977
164,There,-0.11508352798733147
165,too,-0.5600187846350266
166,much,-0.03458998332965022
167,forced,-0.43440210569883125
168,drama,0.043777347646765635
169,this,-0.10943478520599906
170,wildly,-0.2790578611996358
171,uneven,-0.5383993770752789
172,about,-0.01832326206722972
173,young,0.1803245888093283
174,man,0.09230246706239688
175,battle,-0.16512968771183367
176,his,-0.20111774303047586
177,inescapable,-0.47260245890929453
178,past,-0.09055709878431983
179,uncertain,-0.8579050452447246
180,future,0.0324925710241282
181,very,0.12058540190790171
182,shapable,-0.9444998650433885
183,largely,-0.07098544304223121
184,unfulfilling,-1.5226983924301871
185,present,-0.006613801176326942
186,``,-0.546606889549375
187,Extreme,2.9709988274301855
188,Ops,0.5245680501190142
189,'',1.2538489062414233
190,exceeds,1.9146229540535125
191,expectations,2.504996910760324
192,Limps,-0.9258969160059713
193,along,0.24193646001086055
194,on,-0.5999571074346758
195,squirm-inducing,-0.8356383094627244
196,fish-out-of-water,-0.578204382460404
197,formula,-0.6947870170010937
198,goes,-0.582776309037331
199,nowhere,-1.2183047070616377
200,there,-0.4059823629392981
201,slowly,-0.7991652254586517
202,He,1.2802963910784222
203,has,-0.3417422933727754
204,improved,0.5243882525445829
205,upon,0.113732833998583
206,first,-0.014499966719120898
207,taken,-0.5585489826135448
208,step,-0.19806912659099388
209,further,-0.31244772379053803
210,richer,1.8536690875883122
211,deeper,0.5347318001473981
212,Every,0.33513969939651783
213,so,-0.24468489814667027
214,often,0.1449909188595421
215,comes,0.3041266597823757
216,insanely,-0.45162062702585104
217,stupid,-1.2592426984395453
218,awful,-1.1041974566415258
219,many,-0.5029767055590055
220,ways,-0.36130647105915714
221,watching,0.25508381594959706
222,leaves,-0.15351196176089071
223,giddy,1.7030581815974208
224,About,0.8185869026689936
225,Schmidt,2.117655287949102
226,undoubtedly,-0.48679750090766416
227,one,-0.29181053045873845
228,finest,2.472380947868545
229,year,0.925520034451845
230,Beautifully,1.2483567123994592
231,shot,-0.2879360188772496
232,delicately,1.1271107287905395
233,scored,0.6828525674462997
234,powered,0.6740228222238911
235,set,-0.29743478423141345
236,heartfelt,1.0916489920247048
237,performances,0.5754765339370099
238,lyrical,1.7095763850788552
239,endeavour,0.19985403504301058
240,Return,-0.7290166345657635
241,Never,-1.613010563319526
242,Land,0.4120307560368628
243,another,-0.6636636489548466
244,shameless,-1.4369398533441164
245,attempt,-0.8912036082400261
246,Disney,0.8536149689243018
247,rake,-1.0756847322555698
248,dough,-1.2234221888236454
249,baby,0.4553883432928441
250,boomer,-1.5299733156009265
251,families,0.683826962677156
252,not,-2.0734294081678932
253,half-bad,0.9385933883126685
254,A,2.8253312609773276
255,glib,-0.7884325546054275
256,bouncy,3.4792405513012885
257,bit,-0.8056186583840822
258,sixties-style,2.482028502139155
259,slickness,1.3638238050550362
260,which,-0.5425042878607518
261,hero,1.981059071654132
262,might,-0.861359722199181
263,wind,1.3832351184063783
264,caught,-0.55802495980664
265,audience,1.394230973999365
266,gets,-0.042962292077208135
267,escapism,1.728682086742734
268,pleasant,2.160330904735935
269,engaging,1.654221955702155
270,sit,-2.159158899518599
271,trying,-2.0409196091730952
272,best,2.842124427205455
273,both,1.8837978053268116
274,worlds,-1.866390388455617
275,ends,-2.276749165585718
276,falling,-0.038574716494856824
277,short,-1.7413293823418883
278,whole,1.4457600355995974
279,author,-1.8440158116570775
280,devotees,1.772942312985831
281,will,0.963980265564024
282,probably,-1.1357216253071736
283,find,-0.8596606728812888
284,fascinating,2.921554463573491
285,;,-0.5886386480464554
286,others,0.20330988505768557
287,baffling,-3.531842455665081
288,good,3.082980850640058
289,viewing,0.18105834548346716
290,alternative,1.4491707403654464
291,women,0.23961276166543832
292,contrived,-1.8452395849881933
293,naturally,2.011343475053101
294,charming,2.038556672090368
295,needs,-2.0432821780901023
296,gracious,0.42682557794181275
297,eloquent,0.8236779429152077
298,end,-0.3825018506775769
299,offers,0.4409542407820332
300,ray,0.08685827156640955
301,hope,-0.16104240023614058
302,refugees,0.052948926824151546
303,able,0.6975065133349794
304,ahead,0.9378095432280177
305,resist,1.2701708235740605
306,living,-0.279022867140474
307,forever,-0.4221750605263487
308,lost,-2.4782693831648546
309,I,0.09716435807922316
310,'m,-1.0253320088637208
311,exactly,-1.3590817790965724
312,sure,-0.5297500127383548
313,what,-0.11794918444265727
314,thinks,-1.917110644604504
315,banter,-1.4620462070148987
316,between,-0.13530091510184827
317,Calvin,1.9363661537212409
318,fellow,1.7840455156563129
319,barbers,-2.1413797180999907
320,feels,-2.2579631113419287
321,like,-1.8238978112773756
322,streetwise,1.3000058837113562
323,McLaughlin,1.0612389552244323
324,Group,-0.13036258483812807
325,never,-1.6863225061803866
326,fails,-2.1886443027179956
327,entertain,2.5185711343658954
328,Schnieder,0.0463113845511154
329,bounces,-0.13626793805614804
330,around,-0.2829669775783934
331,limp,-0.838458464675446
332,wrists,-0.12563271893225142
333,wearing,-0.39349468203564336
334,tight,0.24241574182609227
335,tummy,-0.02081708910324633
336,tops,0.1627943171955869
337,hip,0.2152811744758969
338,huggers,-0.21049668463688537
339,twirling,-0.25755565894054105
340,hair,-0.02668157076580051
341,finger,-0.4735474206931353
342,assuming,-0.00403600350520852
343,sustain,0.2869902041852084
344,laughs,1.1778679736039281
345,Better,2.2171139078955577
346,still,-0.20738947491649348
347,he,-0.4211547086133117
348,while,0.4711281465563454
349,remaining,1.2982603235129853
350,savagely,1.51621677022363
351,hilarious,3.250941627686313
352,social,-0.44046733479694633
353,critics,-0.49950080140623254
354,side,-0.1701774776557845
355,Jonathan,1.4022022106041148
356,Swift,1.640352779470972
357,terrible,-2.5775180821898065
358,synergistic,1.4594887566836605
359,impulse,-0.18825300236000508
360,created,0.8792163541940063
361,banter-filled,1.578758574512528
362,comedy,0.08149621364259002
363,airy,-0.1522860711401397
364,cinematic,1.2229329718756872
365,bon,0.1440499601367935
366,bons,0.7820515736756448
367,whose,0.08248584058742953
368,aims,-0.48763283561511395
369,extension,-0.058434608999108344
370,accomplishments,1.600578524347086
371,seem,-0.870174960002669
372,deceptively,1.7300681961877673
373,slight,-0.8510883280017314
374,surface,0.6255114111896505
375,That,-0.2226878128257141
376,muy,-0.8168099895814394
377,loco,-0.5340001644110279
378,ridiculous,-0.8245138898391083
379,than,-0.13604739737897176
380,rest,-0.3561593257462509
381,Dragonfly,-0.07985582010750933
382,suspects,-1.4611578695596106
383,Craven,-0.657624045206121
384,endorses,-0.3843670432743098
385,They,0.10494085844468506
386,because,-0.504556626116785
387,makes,0.027731064723723726
388,own,0.24473055792121495
389,better,-0.267923183916731
390,comparison,-1.3909328335827753
391,muddle,-1.2465498159849169
392,splashed,3.500134893866113
393,bloody,-1.4391851309362262
394,beauty,4.357501792582351
395,vivid,3.926308119783024
396,any,-1.2216390166285218
397,Scorsese,2.650894618335183
398,ever,1.2874479783536323
399,given,-0.687490625697946
400,us,3.068074150658316
401,waterlogged,-2.0930275378735232
402,script,-0.7883448385135298
403,plumbs,-0.37972306032143527
404,uncharted,0.7162119555109133
405,depths,-0.15823353355564387
406,stupidity,-1.6111260595788663
407,incoherence,-1.5178673446213264
408,sub-sophomoric,0.2174865051044823
409,sexual,0.34759950846444737
410,loaded,-2.068985033458105
411,intentions,-1.7712279631337293
412,zeal,0.9229799035158952
413,squeeze,-0.5259025498021561
414,action,-0.9442631607232925
415,our,0.6961998461373303
416,emotions,0.9579819645697181
417,into,0.23571128391228335
418,all-too-familiar,-1.892215260017941
419,dramatic,0.9310558389091333
420,arc,0.519459454660221
421,Holocaust,0.7824439851197075
422,escape,-1.556335664472215
423,Minac,-1.27328682528412
424,drains,-1.4393589296118854
425,individuality,-1.989072526968715
426,When,-1.297426046404714
427,mixes,3.292268117605346
428,cornpone,2.9044062595096385
429,Cosa,2.6598326674508317
430,Nostra,1.9053323496257426
431,finds,0.30479445972269076
432,nice,4.523909192246746
433,rhythm,1.304569011101744
434,Made,-1.2917481245538456
435,Jaglomized,-1.2145259082108146
436,Cannes,-0.31835638402513844
437,Film,0.7953003107499881
438,Festival,1.1755538166198085
439,annual,-1.3044596691060575
440,Riviera,-0.9554261787543711
441,spree,-0.8650377795999735
442,flesh,0.8666958699549442
443,buzz,-1.0934881940388668
444,blab,-1.7048598753489763
445,money,-1.5138685804445173
446,looks,-0.7053264163733463
447,essentially,-2.4596610997370245
448,empty,-2.6119273060444153
449,leaden,-2.1037809557792873
450,predictable,-1.712993408729802
451,lacking,-2.062621529325714
452,Watching,1.8042322578617467
453,left,-1.1489734654833264
454,conclusion,0.8171498451842079
455,Hitchens,1.8902111248462514
456,obsession,-0.7955210303985595
457,Kissinger,-0.03226584866304057
458,bottom,-0.7943695384682907
459,sophisticated,2.1072720534171068
460,flower,2.554510539260557
461,child,-0.637488646558998
462,desire,-0.746707734951321
463,purge,2.4638348174546465
464,world,3.255762006522464
465,tooth,3.3347068619168763
466,claw,0.5901868673838864
467,human,0.7952420901060779
468,power,2.0692629123317046
469,As,0.3283329154966023
470,old-fashioned,0.0005816030218877425
471,adventure,0.9636625788762183
472,kids,0.010689942279451312
473,Spirit,0.43418150750359363
474,:,0.17176102453206152
475,Stallion,0.5450492242280616
476,Cimarron,0.5894395537461258
477,winner,1.939998561772521
478,Good,0.3094020051234597
479,realistic,1.1450501834395084
480,non-exploitive,1.2589882646651356
481,approach,-0.331928267970675
482,Paid,0.4253002729073493
483,Full,0.6492700682514057
484,seeing,1.5478388128078275
485,excuse,-1.4483677063243083
486,following,-1.172846779736002
487,delightful,2.412903983402881
488,well-crafted,2.3998711158720836
489,family,1.501457792504386
490,computer-generated,0.6981978592271869
491,cold,-2.658097660915913
492,fish,-0.2853376989070764
493,without,-1.4648235666231741
494,surprise,1.049792596529281
495,geared,2.09183764776755
496,toward,-0.35672751287309845
497,maximum,2.302537893123197
498,comfort,3.2053934611737693
499,familiarity,-0.859638251209147
500,far,-1.6248046836561165
501,energy,2.656670506627391
502,wit,2.5333191068992136
503,warmth,2.6068910424418794
504,should,-1.6091962496410754
505,expected,-0.9121952636224018
506,2,-0.20419128202613968
507,title,-1.2365574750281507
508,dashing,0.7256841018781611
509,absorbing,0.5591358086042437
510,outing,0.20873944020105828
511,France,0.6237735130783445
512,inventive,1.9379856221260172
513,directors,0.05453450831558457
514,Any,3.344358781963011
515,hard,-1.438576504106584
516,work,2.0535437859657817
517,heroic,3.719681543045672
518,deserves,1.3277966993399115
519,For,-0.6503158430464584
520,100,-0.04145057630536039
521,minutes,-0.9489708653304161
522,running,-0.8508050617843999
523,time,-0.22819308157972862
524,'ll,-0.5223150761649351
525,wait,-1.009144462173586
526,vain,-1.476245964917304
527,happen,-0.1936571963896379
528,Collapses,-2.554139235242018
529,after,-0.1103826820359544
530,30,-1.3277016466920135
531,slap-happy,0.7755949116308123
532,series,-0.33280121497876713
533,adolescent,-0.07045270123947506
534,violence,-1.4372135108261965
535,far-flung,-0.7844738038527896
536,illogical,-1.9302706077481482
537,plain,-1.494852470828438
538,Not,-1.441463410353135
539,even,-0.4598008543844872
540,Solondz,-0.838050658021836
541,thirst,-0.04642715445790707
542,controversy,-0.5590988387194837
543,sketchy,-1.2355317956739924
544,immature,-1.2824489544013318
545,provocations,-0.2932348709137443
546,can,-0.4662248756135264
547,fully,0.18814207692536172
548,succeed,0.9464108643218797
549,cheapening,-1.84217717160721
550,Unless,-1.4112503645397183
551,zoning,-0.7612932183831256
552,ordinances,-0.45729341170028853
553,protect,0.5000599087583633
554,your,-0.7586654742966807
555,community,0.7078809162945618
556,dullest,-1.4868950010437085
557,science,0.06143401128944665
558,fiction,0.6463791083129475
559,Impostor,-0.8461224883598972
560,opening,0.33509658753277943
561,today,-0.17860540651163626
562,theater,1.0552737746631369
563,near,-1.0599614901276073
564,helpful,-0.1414425975550802
565,listen,-0.413523748664548
566,extremist,-0.7080054147726118
567,name-calling,-0.5984097618035045
568,regardless,0.15552645046513966
569,whether,-0.6187643685976458
570,think,-0.5565785462079851
571,calculating,0.09237129333130717
572,fiend,0.0008955555382342439
573,slippery,-1.2083527332399608
574,self-promoter,-0.7590313011747647
575,Rouge,1.1993801015349541
576,less,-3.3014539490157606
577,superficial,-2.9831137585131917
578,midlife,1.0733727897951097
579,crisis,-0.22754975659789345
580,need,-2.450376877393764
581,stay,0.08467192126506297
582,touch,1.5273754241087691
583,skin,1.1751176085868256
584,18,1.7953405125345716
585,80,0.7305862835625938
586,depressing,-1.3559167214676129
587,ruthlessly,-0.3046402490209018
588,pained,-0.663674563991661
589,depraved,-0.8574151880493004
590,equivalent,-1.0512360120403845
591,staring,-0.5699245569562404
592,open,0.8589779053215129
593,wound,-1.3259236087017467
594,CQ,0.6948852533888616
595,day,1.0805611829306194
596,fondly,1.2696904292414977
597,remembered,-1.8612498481422513
598,Roman,1.1250655865097987
599,Coppola,1.2358238972601594
600,brief,1.1194686682699175
601,pretentious,-2.7494447646759514
602,period,0.7603109580044058
603,before,-1.14978148438641
604,going,0.9431371249942262
605,other,-1.3605320559040643
606,actually,-0.6212085475406122
607,tell,1.1197431801278712
608,caring,-0.45704417039291356
609,Nair,0.920099368694304
610,cast,-0.09309258754233823
611,large,-0.3499245583371987
612,Altman-esque,1.0326305750229543
613,she,-0.16332595007487768
614,deftly,1.0264330912457638
615,spins,1.0476446653290918
616,multiple,0.9163601580788944
617,stories,0.39207632138250104
618,vibrant,1.4255257311021068
619,intoxicating,1.8974158231442841
620,fashion,0.9793770997677682
621,bad,-2.6505351602333853
622,sign,-0.8770041936071186
623,thriller,1.1064312065845763
624,when,-0.8327836657555727
625,instantly,-0.06547348261009275
626,know,-0.7167313736424928
627,whodunit,-1.3741242968441019
628,merrily,1.6618904985770044
629,their,0.37200185902401617
630,noble,1.208232805723738
631,endeavor,-0.4673667292199273
632,S1M0NE,1.7587650037915552
633,satire,-1.0808545653051391
634,effective,2.1109189292788755
635,War,-1.4606470446501114
636,Roses,0.2502613779658256
637,trailer-trash,-3.2054349916358134
638,style,1.9015905773693302
639,Boring,-2.409885230172072
640,meandering,-1.686765964242151
641,sort,-2.7605114992987545
642,picture,1.4838017666172498
643,whenever,-2.7704241980340454
644,some,1.3541574847062468
645,serious,-1.1364897879162064
646,soul,1.9332006945141873
647,searching,-2.3905612800933653
648,go,-1.5090292646206653
649,picture-perfect,2.2882362239445957
650,beach,2.370804562275442
651,during,0.7335426476600448
652,sunset,-0.08087835379489228
653,Predictably,-2.0358442053290475
654,melodramatic,-1.3464713438443214
655,temporal,-1.6748012548211055
656,inquiry,-0.6373436233163494
657,shoulders,-1.52581768983068
658,philosophical,0.17011693769576527
659,burden,0.4899472557490705
660,lightly,1.995578299111793
661,Now,1.2811612011965878
662,sadistic,-1.08734897834172
663,bike,-0.1773372438459372
664,flick,1.2945847492401477
665,would,-0.777778431002625
666,made,0.0495067430564408
667,Vittorio,1.1199373622128785
668,De,0.36843160203259934
669,Sica,1.0444789111255963
670,proud,4.657421093494927
671,Alice,1.7262523291032328
672,through,0.44134443159037884
673,looking,-1.1163548621307373
674,glass,1.859732648915974
675,zombie-land,0.4686511982119797
676,filled,-0.5890444915106511
677,strange,-1.1248712363307622
678,wonderful,4.159184842231789
679,creatures,2.5606624393177304
680,Executed,0.7922488371504883
681,such,-0.41210643255822643
682,gentle,1.1437443430013485
683,insistent,0.21537961441176584
684,sincerity,1.1140497792442834
685,humor,0.37747072025854156
686,appreciation,0.5363603238114165
687,daily,0.49429815235334673
688,grind,0.627369888012282
689,only,-1.0994078148714077
690,hardhearted,1.3721186967232186
691,Scrooge,1.3622767310551773
692,fail,-2.059668205511109
693,respond,-0.17878081652005667
694,imagine,-1.087547118619589
695,flatter,0.43653057364255965
696,Looks,0.4035539871719395
697,low-budget,-1.000380744790605
698,hybrid,0.11896303269631267
699,Scarface,-0.3958032817521421
700,Carlito,-0.24070856587768655
701,Way,0.537525450847044
702,charm,1.8525331971213101
703,logical,-0.5990684182342803
704,unforced,0.6649388470232094
705,continuation,3.181029550566166
706,careers,2.8610362369993494
707,pair,-0.7243968251857488
708,spy,0.2774601475519717
709,Mike,-1.1970004046727871
710,Leigh,-1.0253505729157033
711,populates,-0.47633215931355377
712,ensemble,2.1361766637799624
713,bring,2.7302672942744852
714,routine,-1.4610847292718743
715,struggles,2.581460595318142
716,working,1.3639166077719334
717,class,3.448196519919576
718,Director,-1.0747432260486907
719,Charles,-1.1070645511506145
720,Stone,2.60130902059944
721,III,-1.0726773648076744
722,applies,-1.0417074508558457
723,detail,3.0452207073963584
724,Drumline,2.8922839867463783
725,comedic,2.8034009117248018
726,moment,1.818370508991587
727,romantic,1.6220257388055426
728,Ryan,-0.5824326809520238
729,Gosling,2.30693266938896
730,22,0.5900233013396512
731,powerful,3.7755874794528568
732,actor,0.4920119344102686
733,This,1.336712109516462
734,misty-eyed,1.426639449603294
735,Southern,1.331329362971073
736,nostalgia,1.3373618210725495
737,piece,-1.3191668824087097
738,treading,-2.665158950756484
739,sappy,-2.6784362168811953
740,sanguine,-0.4419566107812627
741,winds,-2.0796948459511517
742,mired,-2.1624304419062144
743,tear-drenched,0.10969344372759271
744,quicksand,-1.8444000148925639
745,tiresome,-0.9992210016446536
746,9,0.14473909252399839
747,seconds,-0.5290496877857374
748,Jesse,-0.2704893162443467
749,Helms,-0.1480748666330771
750,anti-,-0.7343656247149237
751,Castro,-0.8784728769669692
752,rhetoric,-0.561329241182681
753,included,1.4758822949380364
754,You,0.7102584861289498
755,figured,0.7303690208865439
756,out,-1.2690518088401004
757,con,-0.7092298580210405
758,players,-1.1483329854624726
759,debut,0.9219826630517789
760,Argentine,-1.2680975448327727
761,director,0.794418843961544
762,Fabian,-0.6189968478830978
763,Bielinsky,0.412875006897205
764,were,-1.1662347276705736
765,thinking,-0.9128767450987367
766,someone,-1.3241833266594076
767,off,-1.0610190013154823
768,wallet,-1.9186805683454113
769,oozes,1.2095639171962547
770,craft,3.2458724236681835
771,From,0.10177364141483543
772,choppy,-0.40434769407648763
773,editing,-0.18990834589124372
774,annoying,-0.4157368187173266
775,score,0.13907688460204878
776,special,0.1790652822499324
777,effects,-0.09926214286739042
778,replacing,-0.38493227850182443
779,objects,-0.4073522179754941
780,character,-0.36941687307661897
781,hands,-0.295528757581838
782,below,-0.36650415806076797
783,camera,0.8169225542172027
784,Besotted,-0.936475279961795
785,misbegotten,-0.8765225236888576
786,Argento,2.2691642823098435
787,26,2.231821476095311
788,brings,1.970162000013014
789,youthful,2.2255544476637894
790,out-to-change-the-world,2.0604651869545543
791,aggressiveness,1.7733427329129714
792,project,1.2972463554519897
793,if,-0.8681356352084819
794,cut,-0.8523798451378508
795,vein,1.9491294816959113
796,bled,-0.0726349885559684
797,raw,1.4080863718344245
798,stock,-1.5487486340964023
799,Parker,0.11854315349932046
800,updates,-0.9085487839133112
801,setting,-0.010655221122619869
802,relevant,-0.17544357059778456
803,understanding,-0.44117673117020373
804,place,-0.23176462670960246
805,If,-0.1470247350334899
806,jokes,-0.6773206463677652
807,cup,0.017460627854921175
808,tea,0.3999099545401819
809,pay,-0.9541680944608493
810,$,-0.15532094847749284
811,8,0.3592773695124145
812,get,-0.8400561651350356
813,ready,-0.5501510112850788
814,big,0.4884498929915157
815,shear,0.9957491586595654
816,spooky,1.155362576586482
817,spirits,0.8527750913646999
818,influence,0.9260449660276191
819,we,-0.2615568670821342
820,believe,-0.5383154362716582
821,them,-0.13715511077547043
822,Death,-1.2819274066320618
823,Smoochy,1.9295929727022698
824,funny,3.362431435290032
825,remarkable,3.425059107596576
826,integrity,2.4206493950977404
827,DeVito,-0.7355409928867244
828,misanthropic,-2.704177790731747
829,next,0.12086107678093283
830,?,-2.9525807612047195
831,presents,2.478979006045267
832,classic,2.0439843356537404
833,moral-condundrum,-2.0783953700489683
834,done,-0.022114960557497787
835,survive,0.02558890038421803
836,Another,0.777255943376512
837,wholly,0.9086456917686441
838,unnecessary,-3.2593443371758903
839,addition,0.32678653534823265
840,growing,1.1588270136752326
841,moldering,0.2794681050091168
842,pile,-2.323008173264629
843,well,1.4365741549006599
844,extreme,-0.3759507952051141
845,stunt,-1.474442851794088
846,pictures,1.0579074803002666
847,sub-formulaic,-1.9792745445191622
848,slap,-1.3961558290238276
849,face,0.10427990761759634
850,seasonal,-0.8033415465027145
851,cheer,1.971975559771996
852,watches,-2.21871648512069
853,float,1.0805748630032548
854,seas,-2.1722981415463885
855,personalities,2.6903858348044167
856,ultimate,0.4130931172678324
857,point,-0.30175221696038945
858,everyone,0.1796744836794143
859,themselves,-0.608560860297179
860,trite,-1.1527447019648132
861,screenwriter,-0.7718966756227919
862,Michel,0.6005591386853223
863,Gondry,-0.6743768170438305
864,restate,-0.9624044745219943
865,ridiculousness,-1.3889043322031176
866,infantilized,-2.268893102026214
867,culture,1.2806872220511538
868,entirely,-1.0435196844292784
869,infantile,-1.7334900232403658
870,Jay,-1.7133036363666934
871,Russell,0.2952079741301606
872,stomps,-1.2320119342506182
873,hobnail,-0.9030503494652433
874,boots,-0.6322784242265462
875,over,-0.8996674331235563
876,Natalie,-0.7384862892409756
877,Babbitt,-0.9789866835233382
878,endearing,1.5327564289487547
879,1975,0.5594736819399476
880,children,0.899894381820119
881,novel,0.5271544747399601
882,real-life,1.2764876029188867
883,Hollywood,-0.4652881000274195
884,fairy-tale,2.07876964030052
885,usual,-0.39404791706150216
886,fantasies,-0.28258230710082866
887,produces,1.3487556631839333
888,ai,-1.3888383159915452
889,art,0.8328489053856953
890,long,-1.176091225509221
891,unlike,-1.412855617760979
892,last,0.2272509749317626
893,lame,-1.867614167612866
894,Musketeer,-0.1448591594001456
895,Dumas,0.5378770845989453
896,adaptation,2.931105982077699
897,entertains,3.0679842618941646
898,inexplicable,-1.1317404556617037
899,nightmare,-1.0814473986723536
900,right,0.8978024358042789
901,down,-0.8227063090429911
902,population,-1.1497090848204838
903,shrugging,-1.4066799142145474
904,acceptance,-1.1919704777980966
905,each,1.3214334778850694
906,new,1.6239567685477012
907,horror,-1.520003062562969
908,Unfunny,-0.8418986770305625
909,sense,-0.06882507058153198
910,commitment,0.23573982191461434
911,affection,0.39265059699829596
912,Reginald,-0.3346396685876346
913,Hudlin,-0.8561805168434374
914,relies,0.32855043605306605
915,toilet,-1.1519437343508514
916,ethnic,0.3877185376790243
917,slurs,-1.411711704784906
918,filmmaker,1.0689275069630504
919,disagree,-1.8859736959195907
920,honestly,1.2216548037280406
921,see,0.6153718872458493
922,Schaefer,0.10699089524680455
923,determination,0.8552810177261962
924,inject,0.7773280757542935
925,farcical,-1.4313997458300007
926,raunch,-0.25954614313431057
927,drowns,-0.9184490553778863
928,promise,0.3188090741902991
929,angle,0.4682199709224162
930,Cinematic,0.6537388707463403
931,poetry,1.4700631237808466
932,showcases,-0.3586052006579304
933,city,-0.11098177367049582
934,old-world,2.4833512968488534
935,machines,1.4166905984767346
936,change,0.03768619807428544
937,nearly,-0.7730092849952297
938,everything,-0.7428091011062891
939,At,-1.4017599438145882
940,'ve,-1.7685404285145634
941,learned,-1.3976200324373602
942,complex,1.2036849156272804
943,international,0.5455288596615182
